account,behavior_category
a11192,low_activity
a21579,low_activity
a13730,inactive
a08423,low_activity
a10223,low_activity
a21090,inactive
a04503,inactive
a30679,inactive
a20307,inactive
a13739,inactive
a26368,inactive
a14467,low_activity
a05269,low_activity
a14450,medium_activity_unidirectional
a27996,inactive
a15425,low_activity
a29941,inactive
a07421,inactive
a06195,inactive
a08995,inactive
a19652,inactive
a20970,inactive
a08045,medium_activity_unidirectional
a23607,medium_activity_unidirectional
a11625,inactive
a05983,low_activity
a17984,low_activity
a13980,medium_activity_unidirectional
a15975,low_activity
a26930,inactive
a01496,inactive
a23539,inactive
a25418,low_activity
a00629,low_activity
a10673,low_activity
a13289,low_activity
a27917,low_activity
a30620,inactive
a20009,low_activity
a15303,inactive
a15951,inactive
a00303,low_activity
a27339,inactive
a27336,medium_activity_unidirectional
a18717,medium_activity_bidirectional
a15460,inactive
a29045,inactive
a11337,low_activity
a13284,low_activity
a05879,inactive
a02046,medium_activity_bidirectional
a24250,inactive
a08493,inactive
a02729,medium_activity_bidirectional
a06714,inactive
a03139,low_activity
a12062,low_activity
a20685,inactive
a24700,medium_activity_unidirectional
a06099,low_activity
a28146,medium_activity_bidirectional
a28845,inactive
a06140,low_activity
a06096,medium_activity_bidirectional
a03271,low_activity
a12959,medium_activity_bidirectional
a02315,low_activity
a05948,low_activity
a20622,low_activity
a03185,low_activity
a15932,inactive
a11046,inactive
a21753,low_activity
a13125,medium_activity_unidirectional
a09022,medium_activity_bidirectional
a12063,inactive
a12054,inactive
a06897,inactive
a26326,inactive
a03083,inactive
a02004,inactive
a16785,low_activity
a03896,inactive
a07891,inactive
a02768,low_activity
a07312,inactive
a12726,medium_activity_unidirectional
a29811,medium_activity_unidirectional
a06229,medium_activity_bidirectional
a23600,low_activity
a12083,inactive
a03119,inactive
a18328,inactive
a18848,inactive
a14679,medium_activity_unidirectional
a24434,inactive
a30707,medium_activity_bidirectional
a18318,medium_activity_bidirectional
a19030,inactive
a16819,low_activity
a28451,inactive
a23307,inactive
a31166,inactive
a09295,medium_activity_unidirectional
a11319,inactive
a28643,inactive
a16105,inactive
a28748,low_activity
a22652,inactive
a24566,inactive
a08778,medium_activity_unidirectional
a08813,inactive
a01828,inactive
a03666,inactive
a03699,low_activity
a14360,low_activity
a13740,inactive
a23533,inactive
a13720,medium_activity_bidirectional
a14220,medium_activity_bidirectional
a03612,low_activity
a17767,inactive
a07890,medium_activity_unidirectional
a22480,medium_activity_unidirectional
a22364,medium_activity_unidirectional
a26460,inactive
a19141,low_activity
a11052,medium_activity_bidirectional
a21359,inactive
a09471,low_activity
a07936,inactive
a24400,medium_activity_unidirectional
a29637,low_activity
a05812,inactive
a11903,inactive
a12030,inactive
a31113,inactive
a29040,medium_activity_unidirectional
a28946,inactive
a28977,inactive
a26399,low_activity
a03121,low_activity
a18766,inactive
a07674,inactive
a27308,inactive
a04436,medium_activity_unidirectional
a19595,medium_activity_unidirectional
a28698,low_activity
a10514,inactive
a03147,low_activity
a13803,inactive
a24702,inactive
a22675,low_activity
a30584,medium_activity_bidirectional
a06416,inactive
a27030,low_activity
a01402,low_activity
a07363,low_activity
a23305,inactive
a30158,low_activity
a11124,low_activity
a07531,low_activity
a03216,inactive
a20754,inactive
a28312,low_activity
a20206,inactive
a15273,inactive
a11559,low_activity
a15105,medium_activity_unidirectional
a29457,inactive
a14131,low_activity
a11447,inactive
a23875,low_activity
a28199,inactive
a12284,inactive
a00485,medium_activity_unidirectional
a06624,medium_activity_bidirectional
a29821,medium_activity_bidirectional
a13351,medium_activity_unidirectional
a24021,inactive
a15569,low_activity
a19064,inactive
a29134,low_activity
a01325,inactive
a31463,inactive
a09576,low_activity
a01957,medium_activity_bidirectional
a01422,low_activity
a26609,inactive
a22311,medium_activity_unidirectional
a02677,low_activity
a11734,inactive
a14915,inactive
a22126,inactive
a00964,inactive
a02276,inactive
a18403,low_activity
a02638,inactive
a13832,inactive
a18795,medium_activity_bidirectional
a27227,inactive
a25338,medium_activity_bidirectional
a15582,medium_activity_unidirectional
a15465,inactive
a18943,medium_activity_bidirectional
a18397,inactive
a14516,low_activity
a12662,low_activity
a30721,medium_activity_bidirectional
a15820,low_activity
a29833,low_activity
a04083,low_activity
a21067,medium_activity_bidirectional
a15314,inactive
a24310,medium_activity_unidirectional
a15279,inactive
a27490,inactive
a21010,low_activity
a15341,low_activity
a27260,inactive
a19283,inactive
a23692,inactive
a22889,inactive
a10557,low_activity
a06239,low_activity
a04124,inactive
a25130,inactive
a21500,inactive
a03109,inactive
a19557,medium_activity_bidirectional
a00728,inactive
a28311,low_activity
a05108,inactive
a02519,medium_activity_bidirectional
a06299,medium_activity_bidirectional
a02438,medium_activity_unidirectional
a30122,inactive
a09653,low_activity
a27207,low_activity
a13213,low_activity
a04617,inactive
a11940,inactive
a21134,inactive
a18217,low_activity
a03724,inactive
a09137,inactive
a04304,medium_activity_unidirectional
a29210,inactive
a08133,low_activity
a14921,low_activity
a18773,inactive
a18842,low_activity
a14243,low_activity
a14892,inactive
a10005,inactive
a20141,low_activity
a30755,low_activity
a01233,medium_activity_unidirectional
a17365,medium_activity_unidirectional
a14107,inactive
a27536,inactive
a29609,inactive
a28903,low_activity
a06831,inactive
a21273,inactive
a26723,inactive
a29194,low_activity
a03579,low_activity
a05642,inactive
a17190,low_activity
a25493,inactive
a04229,medium_activity_bidirectional
a20999,medium_activity_bidirectional
a04618,medium_activity_bidirectional
a17887,low_activity
a19275,medium_activity_bidirectional
a04473,inactive
a29515,low_activity
a13515,inactive
a02246,inactive
a25209,inactive
a21739,medium_activity_unidirectional
a00884,inactive
a14152,inactive
a00496,medium_activity_bidirectional
a29975,medium_activity_bidirectional
a15831,inactive
a15075,low_activity
a20321,low_activity
a28295,inactive
a07938,low_activity
a11445,inactive
a00749,inactive
a07223,inactive
a23315,inactive
a25671,medium_activity_bidirectional
a00846,inactive
a07818,medium_activity_unidirectional
a14029,low_activity
a14049,inactive
a26384,inactive
a03334,inactive
a20708,inactive
a22781,low_activity
a23802,low_activity
a12155,low_activity
a10178,inactive
a27129,medium_activity_unidirectional
a17439,inactive
a23849,inactive
a16481,low_activity
a06841,low_activity
a12256,inactive
a17347,low_activity
a17408,inactive
a05244,medium_activity_bidirectional
a01775,medium_activity_unidirectional
a09132,inactive
a03978,inactive
a05261,inactive
a26293,inactive
a20948,inactive
a14829,low_activity
a25399,inactive
a00570,low_activity
a28667,inactive
a01161,inactive
a07417,inactive
a25544,low_activity
a18983,inactive
a09133,medium_activity_bidirectional
a22470,low_activity
a02627,inactive
a14545,medium_activity_bidirectional
a10725,inactive
a21192,low_activity
a03899,medium_activity_unidirectional
a09639,low_activity
a15319,inactive
a23127,inactive
a04961,low_activity
a24338,inactive
a16337,low_activity
a00941,low_activity
a00062,inactive
a31186,inactive
a05549,inactive
a12926,inactive
a27664,inactive
a29063,inactive
a02144,inactive
a06683,inactive
a09568,low_activity
a00718,low_activity
a16517,inactive
a30865,low_activity
a02592,medium_activity_bidirectional
a16165,inactive
a05126,medium_activity_bidirectional
a27908,inactive
a10260,inactive
a06724,inactive
a02205,inactive
a21248,inactive
a05635,inactive
a01656,inactive
a04604,inactive
a19950,medium_activity_unidirectional
a03979,low_activity
a03431,inactive
a00816,medium_activity_unidirectional
a19601,medium_activity_unidirectional
a11372,inactive
a08094,inactive
a14521,low_activity
a28763,inactive
a26010,inactive
a04964,medium_activity_bidirectional
a27756,low_activity
a21654,inactive
a06888,medium_activity_bidirectional
a19302,inactive
a18044,medium_activity_bidirectional
a29154,low_activity
a20565,low_activity
a31100,inactive
a14597,inactive
a25575,low_activity
a09921,inactive
a07131,inactive
a02292,inactive
a31439,low_activity
a27697,low_activity
a04276,low_activity
a01255,low_activity
a18279,low_activity
a28294,inactive
a01679,medium_activity_bidirectional
a16791,medium_activity_bidirectional
a25784,medium_activity_unidirectional
a28362,inactive
a07029,medium_activity_bidirectional
a30116,inactive
a07911,inactive
a18093,medium_activity_unidirectional
a24050,inactive
a26207,medium_activity_unidirectional
a21476,inactive
a28645,inactive
a17193,inactive
a00888,medium_activity_bidirectional
a11902,inactive
a24078,inactive
a01169,inactive
a18831,medium_activity_bidirectional
a31316,inactive
a13019,inactive
a25719,low_activity
a03127,inactive
a12539,low_activity
a06167,inactive
a30170,inactive
a00996,low_activity
a21497,medium_activity_unidirectional
a11988,inactive
a12991,low_activity
a08781,medium_activity_unidirectional
a22003,inactive
a29923,inactive
a16012,low_activity
a22254,medium_activity_unidirectional
a05486,inactive
a16756,low_activity
a20053,low_activity
a05096,inactive
a21632,low_activity
a21842,inactive
a02633,medium_activity_unidirectional
a15859,inactive
a02237,medium_activity_bidirectional
a30498,inactive
a22281,inactive
a00077,low_activity
a30299,low_activity
a09151,inactive
a17339,medium_activity_unidirectional
a18600,medium_activity_unidirectional
a05772,inactive
a31483,low_activity
a10681,low_activity
a02137,inactive
a28258,medium_activity_bidirectional
a06891,inactive
a21830,inactive
a03996,inactive
a22322,inactive
a05224,medium_activity_unidirectional
a11876,low_activity
a24727,inactive
a29801,inactive
a19739,medium_activity_bidirectional
a29299,inactive
a13145,inactive
a09773,inactive
a02675,medium_activity_unidirectional
a10393,inactive
a28231,medium_activity_bidirectional
a30887,low_activity
a02153,medium_activity_unidirectional
a26928,medium_activity_bidirectional
a22026,inactive
a01095,low_activity
a28947,medium_activity_unidirectional
a21665,inactive
a28190,medium_activity_bidirectional
a26770,inactive
a28906,low_activity
a30726,inactive
a09200,medium_activity_bidirectional
a26643,medium_activity_unidirectional
a30461,inactive
a12392,low_activity
a06790,low_activity
a27223,inactive
a24553,inactive
a16767,low_activity
a00835,low_activity
a00786,inactive
a05866,low_activity
a19048,medium_activity_bidirectional
a22506,medium_activity_bidirectional
a00606,medium_activity_unidirectional
a30993,inactive
a21651,inactive
a04329,medium_activity_unidirectional
a03164,low_activity
a09597,inactive
a03136,low_activity
a06847,low_activity
a03396,inactive
a17857,inactive
a30353,inactive
a01333,inactive
a10220,inactive
a09082,low_activity
a31156,low_activity
a24672,low_activity
a24146,inactive
a09029,inactive
a06225,medium_activity_unidirectional
a12592,inactive
a07195,inactive
a15188,inactive
a21235,low_activity
a06483,inactive
a22477,medium_activity_unidirectional
a31249,inactive
a09538,medium_activity_unidirectional
a18208,low_activity
a29084,inactive
a23286,inactive
a24446,inactive
a04677,low_activity
a05706,inactive
a28307,inactive
a17037,medium_activity_bidirectional
a31009,low_activity
a01189,low_activity
a16614,inactive
a16930,low_activity
a27759,low_activity
a28296,inactive
a10199,medium_activity_bidirectional
a15483,medium_activity_unidirectional
a11631,inactive
a31161,low_activity
a01451,low_activity
a20992,low_activity
a00050,inactive
a26969,low_activity
a12723,medium_activity_unidirectional
a10439,inactive
a08709,low_activity
a10610,low_activity
a17392,low_activity
a21137,inactive
a28280,inactive
a14451,inactive
a22579,inactive
a11982,inactive
a04134,low_activity
a13155,inactive
a28144,medium_activity_unidirectional
a25948,inactive
a13347,medium_activity_unidirectional
a27625,low_activity
a05182,inactive
a02195,inactive
a26138,low_activity
a11922,low_activity
a17966,inactive
a25401,inactive
a16385,low_activity
a04763,medium_activity_bidirectional
a20421,inactive
a00277,low_activity
a24382,medium_activity_unidirectional
a02274,medium_activity_unidirectional
a14836,inactive
a06983,inactive
a31231,low_activity
a21678,medium_activity_bidirectional
a17414,inactive
a01328,medium_activity_bidirectional
a07158,inactive
a17390,low_activity
a13388,medium_activity_unidirectional
a27181,medium_activity_bidirectional
a16247,inactive
a04364,low_activity
a22606,medium_activity_unidirectional
a28370,inactive
a03309,inactive
a08934,inactive
a00758,medium_activity_unidirectional
a24290,inactive
a18032,inactive
a21801,inactive
a08770,inactive
a02656,low_activity
a27447,low_activity
a14798,inactive
a07425,low_activity
a06230,inactive
a04356,medium_activity_unidirectional
a14919,low_activity
a11836,low_activity
a05464,medium_activity_unidirectional
a31002,inactive
a25861,inactive
a08729,inactive
a12840,low_activity
a20991,inactive
a17679,low_activity
a19923,inactive
a11784,inactive
a05087,inactive
a20164,low_activity
a16263,low_activity
a24964,low_activity
a27765,low_activity
a14155,low_activity
a12421,medium_activity_unidirectional
a09416,low_activity
a02623,inactive
a18233,medium_activity_unidirectional
a17278,medium_activity_unidirectional
a12223,low_activity
a06611,inactive
a16300,inactive
a02466,inactive
a05173,low_activity
a20691,low_activity
a04416,inactive
a26302,low_activity
a21115,medium_activity_bidirectional
a16948,inactive
a09429,medium_activity_bidirectional
a28614,low_activity
a30692,medium_activity_unidirectional
a22120,inactive
a13753,medium_activity_unidirectional
a20296,inactive
a26742,inactive
a11832,medium_activity_bidirectional
a25649,medium_activity_unidirectional
a29284,inactive
a14713,inactive
a25985,inactive
a27672,low_activity
a08180,inactive
a11456,inactive
a10739,inactive
a01736,inactive
a00975,inactive
a29990,inactive
a19105,inactive
a27689,inactive
a19596,medium_activity_unidirectional
a26406,medium_activity_unidirectional
a29129,medium_activity_unidirectional
a27219,medium_activity_unidirectional
a30163,inactive
a02899,medium_activity_unidirectional
a05888,inactive
a20345,inactive
a11303,inactive
a15699,inactive
a00241,low_activity
a12699,inactive
a22222,inactive
a21755,inactive
a21744,inactive
a03709,medium_activity_unidirectional
